"Continent","Count"
NA,82
"AUS",4
"BRA",1
"CAN",59
"CRI",2
"ISL",1
"IND",1
"NZL",2
"NIC",2
"PHL",2
"LKA",2
"SWE",1
"THA",2
"GBR",1
"USA",906
