"dwc.scientificName","freq"
"Uroconger syringinus",5
"Xiphophorus multilineatus",5
"Aetobatus narinari",4
"Allotoca maculata",4
"Alosa chrysochloris",4
"Anchoviella perfasciata",4
"Antennarius ocellatus",4
"Argyropelecus aculeatus",4
"Astyanax superbus",4
"Barbus barnardi",4
"Bathygadus macrops",4
"Bodianus rufus",4
"Canthigaster rostrata",4
"Carlana eigenmannia",4
"Cathorops melanopus",4
"Catoprion mento",4
"Catostomus commersonii",4
"Cetengraulis edentulus",4
"Chaetostoma",4
"Chauliodus sloanei",4
"Cichlasoma diquis",4
"Cichlasoma severum",4
"Clupeidae",4
"Cochliodon plecostomoides",4
"Congrina flava",4
"Crenichthys baileyi",4
"Crenicichla lugubris",4
"Ctenogobius claytonii",4
"Ctenogobius smaragdus",4
"Curimata",4
"Curimatella inmaculata",4
"Cyclopsetta fimbriata",4
"Cyprinella",4
"Cyprinella camura",4
"Cyprinella lepida x venusta",4
"Cyprinella whipplei",4
"Dasyatis say",4
"Decodon puellaris",4
"Dicrolene intronigra",4
"Dionda texensis",4
"Equetus lanceolatus",4
"Erimyzon",4
"Etheostoma",4
"Etheostoma caeruleum",4
"Etheostoma zonale",4
"Fundulus jenkinsi",4
"Fundulus seminolis",4
"Gambusia atrora",4
"Gambusia vittata",4
"Gasterosteus aculeatus",4
"Geophagus surinamensis",4
"Gibbonsia elegans velifera",4
"Gila bicolor",4
"Gila coerulea",4
"Gnathagnus egregius",4
"Haemulon rimator",4
"Herichthys labridens",4
"Holacanthus ciliaris",4
"Holocentrus adscensionis",4
"Hypentelium nigricans",4
"Hypsoblennius ionthas",4
"Ictiobus",4
"Lepomis macrochirus x megalotis",4
"Lepomis microlophus x macrochirus",4
"Lutjanus",4
"Lutjanus analis",4
"Lutjanus apodus",4
"Luxilus pilsbryi",4
"Malacanthus plumieri",4
"Menidia beryllina peninsulae",4
"Moenkhausia collettii",4
"Morone saxatilis x chrysops",4
"Moxostoma sp.",4
"Neoclinus stephensae",4
"Nomeus gronovii",4
"Notropis aguirrepequenoi",4
"Notropis nubilus",4
"Notropis simus",4
"Ogcocephalus nasutus",4
"Oncorhynchus keta",4
"Oncorhynchus nerka",4
"Oncorhynchus tshawytscha",4
"Oxyzygonectes dovii",4
"Paratheraps guttulatus",4
"Percina nigrofasciata",4
"Peristedion miniatum",4
"Pikea mexicana",4
"Poeciliopsis gracilis",4
"Pomacanthus arcuatus",4
"Pomacanthus aureus",4
"Prietella lundbergi",4
"Pseudophallus mindii",4
"Rhamdia zongolicensis",4
"Rivulus tenuis",4
"Roeboides affinis",4
"Sander vitreus",4
"Satan eurystomus",4
"Scomberomorus cavalla",4
"Scorpaena",4
