"Continent","Count"
NA,1053
"AGO",1
"BLZ",42
"BWA",42
"CAN",23
"CHL",5
"COL",1
"CRI",1352
"CUB",19
"ECU",4
"GTM",6
"MEX",27
"HND",1
"MWI",1
"MEX",2592
"MOZ",1
"NAM",3
"NZL",4
"PRI",82
"SAU",1
"ZAF",9
"TZA",3
"TTO",27
"USA",60151
NA,5
"VEN",1968
"VIR",45
"ZMB",980
