"Family","Count"
"gibberichthyidae",13
"malacosteidae",13
"oplegnathidae",13
"orectolobidae",13
"chironemidae",12
"indostomidae",12
"lepidogalaxiidae",12
"lophotidae",12
"pantodontidae",12
"tetragonuridae",12
"abyssocottidae",11
"diplomystidae",11
"homalometridae",11
"hypoptychidae",11
"icosteidae",11
"lampridae",11
"lateolabracidae",11
"oreosomatidae",11
"akysidae",10
"anthiidae",10
"cetorhinidae",10
"kneriidae",10
"latridae",10
"leptochariidae",10
"parabrotulidae",10
"schindleriidae",10
"veliferidae",10
"cheimarrichthyidae",9
"geotriidae",9
"gigantactinidae",9
"gymnarchidae",9
"luvaridae",9
"narkidae",9
"neosebastidae",9
"perciliidae",9
"ptereleotridae",9
"anotopteridae",8
"macroramphosidae",8
"oxynotidae",8
"brachaeluridae",7
"chlamydoselachidae",7
"dinolestidae",7
"normanichthyidae",7
"parabembridae",7
"parascylliidae",7
"psilorhynchidae",7
"ptilichthyidae",7
"regalecidae",7
"saccopharyngidae",7
"searsiidae",7
"caulophrynidae",6
"cyttidae",6
"diceratiidae",6
"dinopercidae",6
"inermiidae",6
"leptoscopidae",6
"nematogenyidae",6
"radiicephalidae",6
"rhamphocottidae",6
"barbourisiidae",5
"bedotiidae",5
"chirodontidae",5
"denticipitidae",5
"lepidosirenidae",5
"pseudocarchariidae",5
"thaumatichthyidae",5
"banjosidae",4
"comephoridae",4
"cottocomephoridae",4
"enoplosidae",4
"hypnidae",4
"mordaciidae",4
"neoceratodontidae",4
"plectrogeniidae",4
"pseudotrichonotidae",4
"rhincodontidae",4
"scytalinidae",4
"thalasseleotrididae",4
"bovichthyidae",3
"chacidae",3
"chaudhuriidae",3
"ereuniidae",3
"formicidae",3
"lepidopidae",3
"mitsukurinidae",3
"phractolaemidae",3
"protanguillidae",3
"pseudotriakidae",3
"aetobatidae",2
"ageneiosidae",2
"buccinidae",2
"ceratodontidae",2
"chauliodontidae",2
"coregonidae",2
"dichistiidae",2
"euclichthyidae",2
"leptochilichthyidae",2
"myrocongridae",2
"noctuidae",2
"paraulopidae",2
"plesiobatidae",2
"vaillantellidae",2
"valenciidae",2
"anchariidae",1
"anoplopomidae",1
"anthicidae",1
"ateleopidae",1
"austroglanididae",1
"barbuccidae",1
"brachionichthyidae",1
"chromidae",1
"colletidae",1
"cranoglanididae",1
"ecocoetidae",1
"elonichthyidae",1
"eschmeyeridae",1
"gnathanacanthidae",1
"jenynsiidae",1
"lacantuniidae",1
"leptobramidae",1
"limnichthyidae",1
"monognathidae",1
"notocheiridae",1
"olyridae",1
"parascorpididae",1
"percophididae",1
"pyramodontidae",1
"rhynchothoracidae",1
"tellinidae",1
"tetrabrachiidae",1
"triodontidae",1
"withiidae",1
"xenocongridae",1
"zygaenidae",1
