"dwc.preparations","freq"
"EtOH - 79|C&S - 5",2
"EtOH - 792",2
"EtOH - 8|C&S - 4",2
"EtOH - 8|C&S - 5",2
"EtOH - 80|C&S - 1",2
"EtOH - 80|C&S - 2",2
"EtOH - 80|C&S - 3",2
"EtOH - 81|C&S - 4",2
"EtOH - 82|C&S - 4",2
"EtOH - 823",2
"EtOH - 828",2
"EtOH - 837",2
"EtOH - 852",2
"EtOH - 857",2
"EtOH - 87|C&S - 2",2
"EtOH - 877",2
"EtOH - 882",2
"EtOH - 9|C&S - 5",2
"EtOH - 9|skeleton - 5",2
"EtOH - 9|skeleton - 7",2
"EtOH - 901",2
"EtOH - 91|C&S - 2",2
"EtOH - 91|C&S - 3",2
"EtOH - 926",2
"EtOH - 93|C&S - 2",2
"EtOH - 94|C&S - 5",2
"EtOH - 94|skeleton - 3",2
"EtOH - 95|C&S - 5",2
"EtOH - 956",2
"EtOH - 980",2
"EtOH - 996",2
"skeleton - 1|EtOH - 1",2
"skeleton - 16",2
"skeleton - 17",2
"skeleton - 21",2
"skeleton - 22",2
"skeleton - 26",2
"skeleton - 27",2
"skeleton - 34",2
"C&S - 1|EtOH - 2",1
"C&S - 1|skeleton - 1|EtOH - 10",1
"C&S - 1|skeleton - 1|EtOH - 11",1
"C&S - 1|skeleton - 1|EtOH - 12",1
"C&S - 1|skeleton - 1|EtOH - 15",1
"C&S - 1|skeleton - 1|EtOH - 17",1
"C&S - 1|skeleton - 1|EtOH - 2",1
"C&S - 1|skeleton - 1|EtOH - 25",1
"C&S - 1|skeleton - 1|EtOH - 39",1
"C&S - 1|skeleton - 1|EtOH - 7",1
"C&S - 1|skeleton - 1|EtOH - 8",1
"C&S - 11",1
"C&S - 12",1
"C&S - 12|skeleton - 12|EtOH - 127",1
"C&S - 15",1
"C&S - 15|skeleton - 15|EtOH - 1031",1
"C&S - 2|skeleton - 2|EtOH - 118",1
"C&S - 2|skeleton - 2|EtOH - 12",1
"C&S - 2|skeleton - 2|EtOH - 138",1
"C&S - 2|skeleton - 2|EtOH - 17",1
"C&S - 2|skeleton - 2|EtOH - 18",1
"C&S - 2|skeleton - 2|EtOH - 1936",1
"C&S - 2|skeleton - 2|EtOH - 21",1
"C&S - 2|skeleton - 2|EtOH - 24",1
"C&S - 2|skeleton - 2|EtOH - 27",1
"C&S - 2|skeleton - 2|EtOH - 3",1
"C&S - 2|skeleton - 2|EtOH - 42",1
"C&S - 2|skeleton - 2|EtOH - 48",1
"C&S - 2|skeleton - 2|EtOH - 61",1
"C&S - 2|skeleton - 2|EtOH - 67",1
"C&S - 2|skeleton - 2|EtOH - 7",1
"C&S - 2|skeleton - 2|EtOH - 8",1
"C&S - 2|skeleton - 2|EtOH - 9",1
"C&S - 20|skeleton - 20|EtOH - 208",1
"C&S - 21",1
"C&S - 3|skeleton - 3|EtOH - 14",1
"C&S - 3|skeleton - 3|EtOH - 19",1
"C&S - 3|skeleton - 3|EtOH - 2",1
"C&S - 3|skeleton - 3|EtOH - 23",1
"C&S - 3|skeleton - 3|EtOH - 29",1
"C&S - 3|skeleton - 3|EtOH - 314",1
"C&S - 3|skeleton - 3|EtOH - 38",1
"C&S - 3|skeleton - 3|EtOH - 53",1
"C&S - 3|skeleton - 3|EtOH - 55",1
"C&S - 3|skeleton - 3|EtOH - 93",1
"C&S - 35",1
"C&S - 4|skeleton - 4|EtOH - 104",1
"C&S - 4|skeleton - 4|EtOH - 148",1
"C&S - 4|skeleton - 4|EtOH - 154",1
"C&S - 4|skeleton - 4|EtOH - 242",1
"C&S - 4|skeleton - 4|EtOH - 279",1
"C&S - 4|skeleton - 4|EtOH - 29",1
"C&S - 4|skeleton - 4|EtOH - 41",1
"C&S - 4|skeleton - 4|EtOH - 44",1
"C&S - 4|skeleton - 4|EtOH - 54",1
"C&S - 5|skeleton - 5|EtOH - 28",1
"C&S - 5|skeleton - 5|EtOH - 48",1
"C&S - 5|skeleton - 5|EtOH - 60",1
"C&S - 5|skeleton - 5|EtOH - 82",1
"C&S - 5|skeleton - 5|EtOH - 99",1
"C&S - 6|skeleton - 6|EtOH - 53",1
"C&S - 6|skeleton - 6|EtOH - 747",1
"C&S - 6|skeleton - 6|EtOH - 9",1
"C&S - 74",1
"C&S - 8",1
"C&S - 8|skeleton - 8|EtOH - 27",1
"C&S - 8|skeleton - 8|EtOH - 273",1
"C&S - 9|skeleton - 9|EtOH - 55",1
"EtOH - 0",1
"EtOH - 1|C&S - 10",1
"EtOH - 1|C&S - 7",1
"EtOH - 1|C&S - 9",1
"EtOH - 1|skeleton - 7",1
"EtOH - 1|skeleton - 8",1
"EtOH - 10|C&S - 7",1
"EtOH - 10|skeleton - 16",1
"EtOH - 10|skeleton - 4",1
"EtOH - 10|skeleton - 5",1
"EtOH - 100|C&S - 3",1
"EtOH - 100|C&S - 5",1
"EtOH - 1002|C&S - 9",1
"EtOH - 1005",1
"EtOH - 1006",1
"EtOH - 1007",1
"EtOH - 101|C&S - 10",1
"EtOH - 101|C&S - 5",1
"EtOH - 101|C&S - 6",1
"EtOH - 101|skeleton - 4",1
"EtOH - 1011",1
"EtOH - 1011|C&S - 5",1
"EtOH - 1016",1
"EtOH - 1017|C&S - 3",1
"EtOH - 102|C&S - 4",1
"EtOH - 102|C&S - 5",1
"EtOH - 102|C&S - 6",1
"EtOH - 102|skeleton - 2",1
"EtOH - 1020",1
"EtOH - 1022",1
"EtOH - 1022|C&S - 3",1
"EtOH - 1023",1
"EtOH - 103|C&S - 1",1
"EtOH - 103|C&S - 6",1
"EtOH - 103|C&S - 7",1
"EtOH - 103|C&S - 8",1
"EtOH - 1030",1
"EtOH - 1035",1
"EtOH - 1037",1
"EtOH - 1038",1
"EtOH - 104|C&S - 1",1
"EtOH - 104|C&S - 3",1
"EtOH - 104|C&S - 4",1
"EtOH - 104|C&S - 6",1
"EtOH - 1045",1
"EtOH - 105|C&S - 4",1
"EtOH - 105|C&S - 6",1
"EtOH - 1051",1
"EtOH - 1055",1
"EtOH - 106|C&S - 1",1
"EtOH - 106|C&S - 11",1
"EtOH - 106|C&S - 5",1
"EtOH - 106|skeleton - 1",1
"EtOH - 106|skeleton - 2",1
"EtOH - 1066",1
"EtOH - 1067",1
"EtOH - 1069",1
"EtOH - 107|C&S - 1",1
"EtOH - 107|C&S - 3",1
"EtOH - 1071",1
"EtOH - 1074",1
"EtOH - 1075",1
"EtOH - 108|C&S - 4",1
"EtOH - 108|C&S - 6",1
"EtOH - 108|C&S - 8",1
"EtOH - 108|skeleton - 1",1
"EtOH - 1084",1
"EtOH - 1086",1
"EtOH - 1089|C&S - 10",1
"EtOH - 109|C&S - 11",1
"EtOH - 109|C&S - 4",1
"EtOH - 109|C&S - 5",1
"EtOH - 109|C&S - 6",1
"EtOH - 109|special preparation - 1",1
"EtOH - 1094|C&S - 4",1
"EtOH - 1099|C&S - 4",1
"EtOH - 11|C&S - 7",1
"EtOH - 11|skeleton - 2",1
"EtOH - 11|skeleton - 5",1
"EtOH - 110|C&S - 1",1
"EtOH - 110|C&S - 15",1
"EtOH - 110|C&S - 4",1
"EtOH - 110|C&S - 5",1
"EtOH - 110|C&S - 6",1
"EtOH - 1100",1
"EtOH - 1104",1
"EtOH - 111|C&S - 10",1
"EtOH - 111|C&S - 2",1
"EtOH - 111|C&S - 6",1
"EtOH - 111|C&S - 8",1
"EtOH - 111|skeleton - 1",1
"EtOH - 1110",1
"EtOH - 1119",1
"EtOH - 112|C&S - 10",1
"EtOH - 112|C&S - 13",1
"EtOH - 112|C&S - 2",1
"EtOH - 112|C&S - 4",1
"EtOH - 112|C&S - 5",1
"EtOH - 112|C&S - 6",1
"EtOH - 112|C&S - 8",1
"EtOH - 1120",1
"EtOH - 1121",1
"EtOH - 1123",1
"EtOH - 1124",1
"EtOH - 1125",1
"EtOH - 1127",1
"EtOH - 113|C&S - 4",1
"EtOH - 114|C&S - 3",1
"EtOH - 114|C&S - 5",1
"EtOH - 114|C&S - 6",1
"EtOH - 114|skeleton - 1",1
"EtOH - 1143",1
"EtOH - 1143|C&S - 5",1
"EtOH - 1143|C&S - 6",1
"EtOH - 1145",1
"EtOH - 115|C&S - 4",1
"EtOH - 115|C&S - 8",1
"EtOH - 115|skeleton - 10",1
"EtOH - 115|skeleton - 6",1
"EtOH - 1159",1
"EtOH - 116|C&S - 10",1
"EtOH - 116|C&S - 11",1
"EtOH - 116|C&S - 2",1
"EtOH - 116|C&S - 4",1
"EtOH - 116|skeleton - 1",1
"EtOH - 1167",1
"EtOH - 117|C&S - 2",1
"EtOH - 117|C&S - 4",1
"EtOH - 1174",1
"EtOH - 1174|C&S - 3",1
"EtOH - 118|C&S - 11",1
"EtOH - 118|C&S - 6",1
"EtOH - 118|C&S - 9",1
"EtOH - 1181",1
"EtOH - 1184",1
"EtOH - 119|C&S - 1",1
"EtOH - 119|C&S - 10",1
"EtOH - 119|C&S - 12",1
"EtOH - 119|C&S - 4",1
"EtOH - 119|C&S - 7",1
"EtOH - 1194",1
"EtOH - 1198",1
"EtOH - 12|C&S - 5",1
"EtOH - 12|C&S - 7",1
"EtOH - 12|C&S - 9",1
"EtOH - 12|skeleton - 19",1
"EtOH - 12|skeleton - 4",1
"EtOH - 120|C&S - 2",1
"EtOH - 120|C&S - 4",1
"EtOH - 120|C&S - 5",1
"EtOH - 120|C&S - 8",1
"EtOH - 1200",1
"EtOH - 1203",1
"EtOH - 1209",1
"EtOH - 121|C&S - 4",1
"EtOH - 121|C&S - 7",1
"EtOH - 121|C&S - 8",1
"EtOH - 121|C&S - 9",1
"EtOH - 1216",1
"EtOH - 1220",1
"EtOH - 123|C&S - 1",1
"EtOH - 123|skeleton - 1",1
"EtOH - 123|skeleton - 3",1
"EtOH - 123|skeleton - 5",1
"EtOH - 1230",1
"EtOH - 1235",1
"EtOH - 124|C&S - 8",1
"EtOH - 124|skeleton - 1",1
"EtOH - 1247",1
"EtOH - 125|C&S - 3",1
"EtOH - 125|C&S - 5",1
"EtOH - 1253",1
"EtOH - 126|C&S - 3",1
"EtOH - 126|C&S - 4",1
"EtOH - 126|C&S - 7",1
"EtOH - 1261",1
"EtOH - 1268",1
"EtOH - 127|C&S - 3",1
"EtOH - 127|C&S - 5",1
"EtOH - 127|C&S - 6",1
"EtOH - 127|skeleton - 1",1
"EtOH - 1273",1
"EtOH - 1277",1
"EtOH - 1279|C&S - 12",1
"EtOH - 128|C&S - 5",1
"EtOH - 128|C&S - 7",1
"EtOH - 128|skeleton - 3",1
"EtOH - 128|skeleton - 6",1
"EtOH - 128|skeleton - 7",1
"EtOH - 1281",1
"EtOH - 1289",1
"EtOH - 129|C&S - 2",1
"EtOH - 129|C&S - 6",1
"EtOH - 1290",1
"EtOH - 13|skeleton - 25",1
"EtOH - 13|skeleton - 3",1
"EtOH - 13|skeleton - 7",1
"EtOH - 130|C&S - 1",1
"EtOH - 130|C&S - 3",1
"EtOH - 130|C&S - 6",1
"EtOH - 1306",1
"EtOH - 1312",1
"EtOH - 1315",1
"EtOH - 133|C&S - 10",1
"EtOH - 133|C&S - 3",1
"EtOH - 133|C&S - 4",1
"EtOH - 133|C&S - 8",1
"EtOH - 1332",1
"EtOH - 134|C&S - 1",1
"EtOH - 134|C&S - 2",1
"EtOH - 134|C&S - 3",1
"EtOH - 1340",1
"EtOH - 1344",1
"EtOH - 135|C&S - 6",1
"EtOH - 135|skeleton - 1",1
"EtOH - 1353",1
"EtOH - 136|C&S - 5",1
"EtOH - 136|skeleton - 1",1
"EtOH - 136|skeleton - 30",1
"EtOH - 1362",1
"EtOH - 1362|C&S - 9",1
"EtOH - 1368",1
"EtOH - 137|C&S - 1",1
"EtOH - 137|C&S - 4",1
"EtOH - 138|C&S - 3",1
"EtOH - 138|C&S - 8",1
"EtOH - 138|skeleton - 2",1
"EtOH - 1386",1
"EtOH - 139|C&S - 3",1
"EtOH - 14|C&S - 4",1
"EtOH - 14|C&S - 5",1
"EtOH - 14|C&S - 8",1
"EtOH - 14|skeleton - 13",1
"EtOH - 14|skeleton - 4",1
"EtOH - 14|skeleton - 5",1
"EtOH - 14|skeleton - 6",1
"EtOH - 140|C&S - 16",1
"EtOH - 140|C&S - 3",1
"EtOH - 140|C&S - 4",1
"EtOH - 140|C&S - 5",1
"EtOH - 140|skeleton - 3",1
"EtOH - 141|C&S - 1",1
"EtOH - 141|C&S - 6",1
"EtOH - 1414",1
"EtOH - 142|C&S - 1",1
"EtOH - 142|skeleton - 1",1
"EtOH - 1427",1
"EtOH - 143|C&S - 10",1
"EtOH - 143|C&S - 4",1
"EtOH - 1437|C&S - 2",1
"EtOH - 1439",1
"EtOH - 144|C&S - 2",1
"EtOH - 144|C&S - 4",1
"EtOH - 144|C&S - 9",1
"EtOH - 145|C&S - 2",1
"EtOH - 145|C&S - 4",1
"EtOH - 145|C&S - 5",1
"EtOH - 145|skeleton - 25",1
"EtOH - 1455",1
"EtOH - 146|C&S - 3",1
"EtOH - 146|C&S - 6",1
"EtOH - 146|skeleton - 1",1
"EtOH - 147|C&S - 10",1
"EtOH - 147|C&S - 2",1
"EtOH - 147|C&S - 4",1
"EtOH - 147|C&S - 5",1
"EtOH - 1470",1
"EtOH - 148|C&S - 10",1
"EtOH - 148|C&S - 11",1
"EtOH - 148|C&S - 2",1
"EtOH - 148|C&S - 7",1
"EtOH - 148|skeleton - 1",1
"EtOH - 1480",1
"EtOH - 1489",1
"EtOH - 149|C&S - 3",1
"EtOH - 149|C&S - 4",1
"EtOH - 149|C&S - 5",1
"EtOH - 149|C&S - 8",1
"EtOH - 15|C&S - 4",1
"EtOH - 15|C&S - 6",1
"EtOH - 15|skeleton - 13",1
"EtOH - 15|skeleton - 3",1
"EtOH - 15|skeleton - 6",1
"EtOH - 15|special preparation - 5",1
"EtOH - 150|C&S - 3",1
"EtOH - 1500",1
"EtOH - 1502",1
"EtOH - 151|C&S - 6",1
"EtOH - 1513",1
"EtOH - 1514",1
"EtOH - 152|C&S - 4",1
"EtOH - 152|C&S - 5",1
"EtOH - 152|C&S - 6",1
"EtOH - 153|C&S - 2",1
"EtOH - 153|C&S - 6",1
"EtOH - 155|C&S - 11",1
"EtOH - 155|C&S - 2",1
"EtOH - 155|C&S - 3",1
"EtOH - 155|C&S - 4",1
"EtOH - 156|C&S - 1",1
"EtOH - 156|C&S - 3",1
"EtOH - 156|C&S - 6",1
"EtOH - 1561",1
"EtOH - 1565",1
"EtOH - 157|skeleton - 1",1
"EtOH - 1574",1
"EtOH - 1576|C&S - 4",1
"EtOH - 158|C&S - 1",1
"EtOH - 158|C&S - 10",1
"EtOH - 158|C&S - 5",1
"EtOH - 159|C&S - 2",1
"EtOH - 159|C&S - 5",1
"EtOH - 159|skeleton - 1",1
"EtOH - 1595",1
"EtOH - 16|skeleton - 2",1
"EtOH - 16|skeleton - 4",1
"EtOH - 16|special preparation - 1",1
"EtOH - 1606",1
"EtOH - 161|C&S - 16",1
"EtOH - 161|C&S - 3",1
"EtOH - 161|C&S - 6",1
"EtOH - 161|C&S - 7",1
"EtOH - 1611",1
"EtOH - 1615",1
"EtOH - 162|C&S - 10",1
"EtOH - 162|C&S - 3",1
"EtOH - 1624",1
"EtOH - 163|C&S - 12",1
"EtOH - 163|C&S - 13",1
"EtOH - 163|skeleton - 2",1
"EtOH - 164|C&S - 3",1
"EtOH - 1642",1
"EtOH - 165|C&S - 10",1
"EtOH - 165|C&S - 5",1
"EtOH - 165|C&S - 6",1
"EtOH - 165|skeleton - 11",1
"EtOH - 1654",1
"EtOH - 166|C&S - 10",1
"EtOH - 166|C&S - 2",1
"EtOH - 166|skeleton - 2",1
"EtOH - 1665",1
"EtOH - 167|C&S - 2",1
"EtOH - 167|C&S - 4",1
"EtOH - 167|C&S - 5",1
"EtOH - 167|skeleton - 2",1
"EtOH - 168|C&S - 2",1
"EtOH - 168|C&S - 4",1
"EtOH - 1685",1
"EtOH - 1688",1
"EtOH - 17|skeleton - 25",1
"EtOH - 17|skeleton - 5",1
"EtOH - 17|skeleton - 8",1
"EtOH - 170|C&S - 2",1
"EtOH - 170|C&S - 4",1
"EtOH - 170|C&S - 6",1
"EtOH - 170|C&S - 8",1
"EtOH - 171|skeleton - 1",1
"EtOH - 1715",1
"EtOH - 172|C&S - 2",1
"EtOH - 172|C&S - 5",1
"EtOH - 1725",1
"EtOH - 173|C&S - 2",1
"EtOH - 174|C&S - 10",1
"EtOH - 174|C&S - 11",1
"EtOH - 174|C&S - 3",1
"EtOH - 174|C&S - 9",1
"EtOH - 174|skeleton - 25",1
"EtOH - 175|C&S - 3",1
"EtOH - 1757",1
"EtOH - 177|C&S - 5",1
"EtOH - 177|C&S - 7",1
"EtOH - 178|C&S - 2",1
"EtOH - 178|C&S - 5",1
"EtOH - 179|C&S - 3",1
"EtOH - 179|skeleton - 1",1
"EtOH - 1792|C&S - 15",1
"EtOH - 1794",1
"EtOH - 18|C&S - 6",1
"EtOH - 18|C&S - 70",1
"EtOH - 18|C&S - 8",1
"EtOH - 18|skeleton - 1",1
"EtOH - 18|skeleton - 19",1
"EtOH - 18|skeleton - 2",1
"EtOH - 18|skeleton - 3",1
"EtOH - 18|skeleton - 6",1
"EtOH - 180|C&S - 10",1
"EtOH - 180|C&S - 18",1
"EtOH - 180|C&S - 6",1
"EtOH - 1807|C&S - 5",1
"EtOH - 181|C&S - 6",1
"EtOH - 182|C&S - 1",1
"EtOH - 1828",1
"EtOH - 183|C&S - 3",1
"EtOH - 1834|C&S - 6",1
"EtOH - 184|C&S - 1",1
"EtOH - 184|C&S - 10",1
"EtOH - 184|C&S - 2",1
"EtOH - 1845",1
"EtOH - 185|C&S - 10",1
"EtOH - 185|C&S - 17",1
"EtOH - 1855",1
"EtOH - 186|skeleton - 2",1
"EtOH - 187|C&S - 3",1
"EtOH - 1884",1
"EtOH - 189|C&S - 5",1
"EtOH - 1894|C&S - 1",1
"EtOH - 19|C&S - 8",1
"EtOH - 19|skeleton - 2",1
"EtOH - 19|skeleton - 4",1
"EtOH - 190|C&S - 1",1
"EtOH - 190|skeleton - 4",1
"EtOH - 191|C&S - 18",1
"EtOH - 192|C&S - 3",1
"EtOH - 192|C&S - 7",1
"EtOH - 192|skeleton - 1",1
"EtOH - 193|C&S - 3",1
"EtOH - 194|C&S - 4",1
"EtOH - 194|C&S - 5",1
"EtOH - 195|C&S - 4",1
"EtOH - 195|skeleton - 2",1
"EtOH - 1957|C&S - 3",1
"EtOH - 1959",1
"EtOH - 196|skeleton - 11",1
"EtOH - 197|C&S - 1",1
"EtOH - 197|C&S - 3",1
"EtOH - 198|C&S - 5",1
"EtOH - 1987|C&S - 5",1
"EtOH - 199|C&S - 15",1
"EtOH - 199|C&S - 3",1
"EtOH - 199|C&S - 6",1
"EtOH - 2|C&S - 3",1
"EtOH - 2|skeleton - 10",1
"EtOH - 2|skeleton - 4",1
"EtOH - 2|skeleton - 9",1
"EtOH - 20|C&S - 12",1
"EtOH - 20|C&S - 5",1
"EtOH - 20|C&S - 6",1
"EtOH - 20|skeleton - 1",1
"EtOH - 20|skeleton - 29",1
"EtOH - 20|skeleton - 3",1
"EtOH - 20|skeleton - 4",1
"EtOH - 200|C&S - 5",1
"EtOH - 2002",1
"EtOH - 203|C&S - 3",1
"EtOH - 203|C&S - 8",1
"EtOH - 204|C&S - 3",1
"EtOH - 2047",1
"EtOH - 205|C&S - 12",1
"EtOH - 206|C&S - 15",1
"EtOH - 206|C&S - 16",1
"EtOH - 206|C&S - 6",1
"EtOH - 208|C&S - 2",1
"EtOH - 208|C&S - 6",1
"EtOH - 2081",1
"EtOH - 209|C&S - 14",1
"EtOH - 209|C&S - 8",1
"EtOH - 21|C&S - 6",1
"EtOH - 21|skeleton - 5",1
"EtOH - 21|skeleton - 6",1
"EtOH - 21|skeleton - 7",1
"EtOH - 212|C&S - 2",1
"EtOH - 212|skeleton - 1",1
"EtOH - 212|skeleton - 10",1
"EtOH - 213|C&S - 4",1
"EtOH - 2140",1
"EtOH - 215|C&S - 15",1
"EtOH - 215|C&S - 6",1
"EtOH - 215|skeleton - 2",1
"EtOH - 217|skeleton - 4",1
"EtOH - 2171",1
"EtOH - 22|C&S - 13",1
"EtOH - 22|C&S - 5",1
"EtOH - 22|skeleton - 2",1
"EtOH - 220|C&S - 3",1
"EtOH - 220|C&S - 7",1
"EtOH - 221|skeleton - 25",1
"EtOH - 221|skeleton - 5",1
"EtOH - 222|C&S - 1",1
"EtOH - 224|C&S - 3",1
"EtOH - 224|C&S - 5",1
"EtOH - 225|C&S - 6",1
"EtOH - 225|skeleton - 1",1
"EtOH - 227|C&S - 2",1
"EtOH - 227|C&S - 6",1
"EtOH - 2295",1
"EtOH - 23|C&S - 12",1
"EtOH - 23|C&S - 7",1
"EtOH - 23|skeleton - 1",1
"EtOH - 23|skeleton - 10",1
"EtOH - 23|skeleton - 2",1
"EtOH - 23|skeleton - 6",1
"EtOH - 230|C&S - 11",1
"EtOH - 230|C&S - 4",1
"EtOH - 230|skeleton - 1",1
"EtOH - 2313",1
"EtOH - 232|C&S - 1",1
"EtOH - 232|C&S - 5",1
"EtOH - 234|C&S - 5",1
"EtOH - 234|C&S - 7",1
"EtOH - 2348",1
"EtOH - 235|C&S - 6",1
"EtOH - 235|skeleton - 2",1
"EtOH - 237|C&S - 10",1
"EtOH - 238|C&S - 5",1
"EtOH - 238|skeleton - 2",1
"EtOH - 2391",1
"EtOH - 2395|C&S - 5",1
"EtOH - 24|C&S - 4",1
"EtOH - 24|skeleton - 1",1
"EtOH - 240|C&S - 10",1
"EtOH - 240|C&S - 2",1
"EtOH - 240|C&S - 5",1
"EtOH - 240|C&S - 6",1
"EtOH - 2400|C&S - 6",1
"EtOH - 242|C&S - 4",1
"EtOH - 242|C&S - 7",1
"EtOH - 242|skeleton - 3",1
"EtOH - 244|C&S - 1",1
"EtOH - 244|C&S - 4",1
"EtOH - 245|skeleton - 1",1
"EtOH - 246|C&S - 2",1
"EtOH - 246|C&S - 5",1
"EtOH - 246|skeleton - 1",1
"EtOH - 247|C&S - 1",1
"EtOH - 247|C&S - 5",1
"EtOH - 247|C&S - 7",1
"EtOH - 248|C&S - 12",1
"EtOH - 248|C&S - 3",1
"EtOH - 249|C&S - 10",1
"EtOH - 249|C&S - 4",1
"EtOH - 249|C&S - 6",1
"EtOH - 249|C&S - 7",1
"EtOH - 25|C&S - 10",1
"EtOH - 25|C&S - 4",1
"EtOH - 25|C&S - 6",1
"EtOH - 25|C&S - 7",1
"EtOH - 25|C&S - 8",1
"EtOH - 25|skeleton - 10",1
"EtOH - 25|skeleton - 2",1
"EtOH - 25|skeleton - 46",1
"EtOH - 25|skeleton - 6",1
"EtOH - 25|special preparation - 1",1
"EtOH - 250|C&S - 12",1
"EtOH - 252|C&S - 3",1
"EtOH - 252|C&S - 7",1
"EtOH - 254|C&S - 10",1
"EtOH - 255|C&S - 3",1
"EtOH - 256|C&S - 10",1
"EtOH - 257|C&S - 1",1
"EtOH - 257|C&S - 3",1
"EtOH - 258|C&S - 10",1
"EtOH - 258|C&S - 5",1
"EtOH - 259|C&S - 8",1
"EtOH - 26|skeleton - 12",1
"EtOH - 26|skeleton - 13",1
"EtOH - 26|skeleton - 2",1
"EtOH - 261|C&S - 1",1
"EtOH - 267|C&S - 3",1
"EtOH - 267|C&S - 4",1
"EtOH - 267|C&S - 8",1
"EtOH - 267|C&S - 9",1
"EtOH - 268|C&S - 3",1
"EtOH - 27|C&S - 12",1
"EtOH - 27|skeleton - 10",1
"EtOH - 27|skeleton - 14",1
"EtOH - 27|skeleton - 3",1
"EtOH - 271|C&S - 4",1
"EtOH - 272|C&S - 4",1
"EtOH - 274|C&S - 2",1
"EtOH - 2753",1
"EtOH - 276|C&S - 3",1
"EtOH - 278|C&S - 11",1
"EtOH - 279|C&S - 2",1
"EtOH - 279|C&S - 8",1
"EtOH - 28|C&S - 6",1
"EtOH - 28|C&S - 8",1
"EtOH - 28|skeleton - 2",1
"EtOH - 28|skeleton - 3",1
"EtOH - 28|skeleton - 5",1
"EtOH - 28|skeleton - 6",1
"EtOH - 281|C&S - 4",1
"EtOH - 281|C&S - 6",1
"EtOH - 281|skeleton - 3",1
"EtOH - 2821",1
"EtOH - 284|C&S - 5",1
"EtOH - 284|C&S - 6",1
"EtOH - 286|C&S - 6",1
"EtOH - 287|C&S - 2",1
"EtOH - 289|C&S - 2",1
"EtOH - 29|C&S - 4",1
"EtOH - 29|C&S - 6",1
"EtOH - 29|C&S - 7",1
"EtOH - 29|C&S - 9",1
"EtOH - 29|skeleton - 1",1
"EtOH - 29|skeleton - 4",1
"EtOH - 29|skeleton - 6",1
"EtOH - 290|C&S - 5",1
"EtOH - 291|C&S - 1",1
"EtOH - 292|C&S - 3",1
"EtOH - 295|C&S - 10",1
"EtOH - 296|C&S - 3",1
"EtOH - 296|C&S - 5",1
"EtOH - 298|C&S - 1",1
"EtOH - 298|C&S - 7",1
"EtOH - 299|C&S - 11",1
"EtOH - 299|C&S - 3",1
"EtOH - 3|C&S - 4",1
"EtOH - 3|skeleton - 11",1
"EtOH - 3|skeleton - 13",1
"EtOH - 3|skeleton - 6",1
"EtOH - 3|skeleton - 7",1
"EtOH - 30|C&S - 6",1
"EtOH - 30|skeleton - 1",1
"EtOH - 30|skeleton - 2",1
"EtOH - 30|skeleton - 3",1
"EtOH - 300|C&S - 5",1
"EtOH - 302|C&S - 12",1
"EtOH - 302|C&S - 6",1
"EtOH - 303|C&S - 25",1
"EtOH - 304|C&S - 6",1
"EtOH - 306|C&S - 4",1
"EtOH - 307|skeleton - 2",1
"EtOH - 309|C&S - 1",1
"EtOH - 309|C&S - 10",1
"EtOH - 309|C&S - 6",1
"EtOH - 31|C&S - 8|skeleton - 1",1
"EtOH - 31|skeleton - 14",1
"EtOH - 31|skeleton - 5",1
"EtOH - 31|skeleton - 8",1
"EtOH - 312|C&S - 28",1
"EtOH - 317|C&S - 10",1
"EtOH - 317|C&S - 2",1
"EtOH - 317|C&S - 6",1
"EtOH - 317|skeleton - 4",1
"EtOH - 32|C&S - 11",1
"EtOH - 32|C&S - 12",1
"EtOH - 32|C&S - 4",1
"EtOH - 32|C&S - 5",1
"EtOH - 32|skeleton - 2",1
"EtOH - 320|C&S - 11",1
"EtOH - 320|C&S - 4",1
"EtOH - 320|C&S - 5",1
"EtOH - 323|C&S - 5",1
"EtOH - 324|C&S - 10",1
"EtOH - 324|C&S - 18",1
"EtOH - 325|C&S - 3",1
"EtOH - 33|C&S - 10",1
"EtOH - 33|C&S - 6",1
"EtOH - 33|skeleton - 1|C&S - 1",1
"EtOH - 333|skeleton - 10",1
"EtOH - 334|C&S - 10",1
"EtOH - 334|C&S - 6",1
"EtOH - 335|C&S - 10",1
"EtOH - 335|C&S - 6",1
"EtOH - 3352",1
"EtOH - 3390",1
"EtOH - 34|C&S - 4",1
"EtOH - 34|skeleton - 1",1
"EtOH - 34|skeleton - 2",1
"EtOH - 34|skeleton - 3",1
"EtOH - 341|C&S - 1",1
"EtOH - 3415",1
"EtOH - 342|C&S - 3",1
"EtOH - 343|C&S - 5",1
"EtOH - 346|C&S - 2",1
"EtOH - 346|C&S - 3",1
"EtOH - 3469",1
"EtOH - 347|C&S - 19",1
"EtOH - 348|C&S - 18",1
"EtOH - 35|C&S - 6",1
"EtOH - 35|skeleton - 2",1
"EtOH - 35|skeleton - 3",1
"EtOH - 3500",1
"EtOH - 354|C&S - 4",1
"EtOH - 355|C&S - 5",1
"EtOH - 356|C&S - 4",1
"EtOH - 359|C&S - 11",1
"EtOH - 36|C&S - 2",1
"EtOH - 36|skeleton - 1",1
"EtOH - 36|skeleton - 2",1
"EtOH - 361|C&S - 2",1
"EtOH - 362|C&S - 5",1
"EtOH - 369|C&S - 3",1
