"Family","Count"
"cyprinidae",112
"centrarchidae",40
"percidae",20
"ictaluridae",16
"poeciliidae",15
"clupeidae",11
"fundulidae",10
"atherinopsidae",7
"catostomidae",6
"",2
"cichlidae",1
"lepisosteidae",1
"moronidae",1
