"Family","Count"
"evermannellidae",1
"flabelligeridae",1
"geotriidae",1
"grammicolepididae",1
"halosauridae",1
"helostomatidae",1
"hemiscylliidae",1
"heteropneustidae",1
"howellidae",1
"hydrophiidae",1
"icosteidae",1
"lampridae",1
"lateolabracidae",1
"latimeriidae",1
"lethrinidae",1
"melanocetidae",1
"melanonidae",1
"microdesmidae",1
"mitsukurinidae",1
"nemichthyidae",1
"nemipteridae",1
"neoscopelidae",1
"nettastomatidae",1
"olyridae",1
"oneirodidae",1
"parazenidae",1
"phallostethidae",1
"platytroctidae",1
"plesiopidae",1
"pseudomugilidae",1
"pseudotriakidae",1
"psilorhynchidae",1
"rhamphocottidae",1
"rhinochimaeridae",1
"rhyacichthyidae",1
"salangidae",1
"scatophagidae",1
"schindleriidae",1
"setarchidae",1
"sillaginidae",1
"stylephoridae",1
"symphysanodontidae",1
"synaphobranchidae",1
"terapontidae",1
"triacanthidae",1
"urolophidae",1
"urotrygonidae",1
"vaillantellidae",1
"xiphiidae",1
"zanclidae",1
"zaproridae",1
"zygaenidae",1
