"dwc.preparations","freq"
"body parts (ethanol) - 2; whole organism (ethanol) - 5; whole organism (C & S) - 2",1
"body parts (formalin) - 10",1
"body parts (formalin) - 11",1
"body parts (formalin) - 15",1
"body parts (formalin) - 8",1
"body parts (isopropanol) - 4",1
"egg - 1; photograph - 1",1
"egg case - 1",1
"egg case - 2",1
"egg case - 7",1
"EOD Recording - 1",1
"EOD Recording - 1; 35 mm slide - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 1",1
"EOD Recording - 1; 35 mm slide - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 1",1
"EOD Recording - 1; EOD Recording - 1; whole organism (ethanol) - 5",1
"EOD Recording - 1; photograph - 1; whole organism (ethanol) - 7",1
"EOD Recording - 1; tissue (95% ethanol) - 1; photograph - 1; whole organism (ethanol) - 1",1
"EOD Recording - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 1; 35 mm slide - 1",1
"EOD Recording - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 13",1
"EOD Recording - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5",1
"EOD Recording - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8",1
"EOD Recording - 1; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 2",1
"EOD Recording - 1; tissue (95% ethanol) - 10; whole organism (ethanol) - 1",1
"EOD Recording - 1; tissue (95% ethanol) - 2; whole organism (ethanol) - 1",1
"EOD Recording - 1; whole organism (ethanol) - 1; 35 mm slide - 1",1
"EOD Recording - 1; whole organism (ethanol) - 1; photograph - 1",1
"EOD Recording - 1; whole organism (ethanol) - 1; photograph - 1; tissue (95% ethanol) - 1",1
"EOD Recording - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 1; 35 mm slide - 4",1
"EOD Recording - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) -",1
"EOD Recording - 1; whole organism (ethanol) - 17",1
"EOD Recording - 1; whole organism (ethanol) - 18; tissue (95% ethanol) - 3",1
"EOD Recording - 1; whole organism (ethanol) - 2; tissue (95% ethanol) - 1",1
"EOD Recording - 1; whole organism (ethanol) - 3; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"EOD Recording - 1; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",1
"EOD Recording - 1; whole organism (ethanol) - 4; tissue (95% ethanol) - 10",1
"EOD Recording - 1; whole organism (ethanol) - 5; whole organism (C & S) - 1",1
"EOD Recording - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1",1
"EOD Recording - 11; tissue (95% ethanol) - 1; whole organism (ethanol) - 11",1
"EOD Recording - 2; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; photograph - 1; whole organism (ethanol) - 2",1
"EOD Recording - 2; whole organism (ethanol) - 2",1
"EOD Recording - 3; photograph - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 3; tissue (95% ethanol) - 1",1
"EOD Recording - 4; whole organism (ethanol) - 4",1
"EOD Recording - 4; whole organism (ethanol) - 4; tissue (95% ethanol) - 4",1
"EOD Recording - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"EOD Recording - 5; tissue (95% ethanol) - 5; whole organism (ethanol) - 5",1
"EOD Recording - 6; whole organism (ethanol) - 6",1
"EOD Recording - 8; whole organism (ethanol) - 21; tissue (95% ethanol) - 3",1
"Gift Specimen(s) - 1; EOD Recording - 1; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 1; Gift Specimen(s) - 1; tissue (95% ethanol) - 10; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 1; tissue (95% ethanol) - 1; EOD Recording - 1",1
"Gift Specimen(s) - 1; tissue (95% ethanol) - 1; photograph - 1; EOD Recording - 1",1
"Gift Specimen(s) - 1; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 1",1
"Gift Specimen(s) - 1; whole organism (ethanol) - 15; Gift Specimen(s) - 1",1
"Gift Specimen(s) - 1; whole organism (ethanol) - 2; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 10; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 11",1
"Gift Specimen(s) - 10; whole organism (ethanol) - 11; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 10; whole organism (ethanol) - 34",1
"Gift Specimen(s) - 14; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 13",1
"Gift Specimen(s) - 14; whole organism (ethanol) - 15",1
"Gift Specimen(s) - 161; whole organism (ethanol) - 162; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 18; whole organism (ethanol) - 17",1
"Gift Specimen(s) - 18; whole organism (ethanol) - 19; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 2; Gift Specimen(s) - 1; whole organism (C & S) - 2; Gift Specimen(s) - 1; whole organism (ethanol) - 6",1
"Gift Specimen(s) - 2; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 1",1
"Gift Specimen(s) - 2; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 3",1
"Gift Specimen(s) - 2; tissue (95% ethanol) - 10; whole organism (ethanol) - 1",1
"Gift Specimen(s) - 2; tissue (95% ethanol) - 10; whole organism (ethanol) - 3",1
"Gift Specimen(s) - 2; tissue (95% ethanol) - 10; whole organism (ethanol) - 5",1
"Gift Specimen(s) - 2; whole organism (ethanol) - 1",1
"Gift Specimen(s) - 2; whole organism (ethanol) - 2; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 2; whole organism (ethanol) - 23; Gift Specimen(s) - 1; Gift Specimen(s) - 1; Gift Specimen(s) - 1",1
"Gift Specimen(s) - 2; whole organism (ethanol) - 6",1
"Gift Specimen(s) - 22; whole organism (ethanol) - 22",1
"Gift Specimen(s) - 22; whole organism (ethanol) - 22; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 232; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 118; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"Gift Specimen(s) - 24; whole organism (ethanol) - 25; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 27; whole organism (ethanol) - 27; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 28; tissue (95% ethanol) - 10; whole organism (ethanol) - 28",1
"Gift Specimen(s) - 28; whole organism (ethanol) - 29; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 3; Gift Specimen(s) - 3; Gift Specimen(s) - 3; whole organism (ethanol) - 5",1
"Gift Specimen(s) - 3; tissue (95% ethanol) - 10; whole organism (ethanol) - 1",1
"Gift Specimen(s) - 3; tissue (95% ethanol) - 10; whole organism (ethanol) - 3",1
"Gift Specimen(s) - 3; tissue (95% ethanol) - 10; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 3; whole organism (ethanol) - 12; tissue (95% ethanol) - 10; Gift Specimen(s) - 3; tissue (95% ethanol) - 1; Gift Specimen(s) - 3; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 3; whole organism (ethanol) - 2; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 3; whole organism (ethanol) - 4; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 3; whole organism (ethanol) - 9",1
"Gift Specimen(s) - 32; tissue (95% ethanol) - 10; whole organism (ethanol) - 32",1
"Gift Specimen(s) - 34; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 34",1
"Gift Specimen(s) - 34; whole organism (ethanol) - 35; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 36; whole organism (ethanol) - 37",1
"Gift Specimen(s) - 4; EOD Recording - 1; tissue (95% ethanol) - 10; EOD Recording - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 15; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 4; tissue (95% ethanol) - 10; whole organism (ethanol) - 15",1
"Gift Specimen(s) - 4; whole organism (ethanol) - 22; Gift Specimen(s) - 1",1
"Gift Specimen(s) - 4; whole organism (ethanol) - 3",1
"Gift Specimen(s) - 4; whole organism (ethanol) - 4",1
"Gift Specimen(s) - 4; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 41; whole organism (ethanol) - 41; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 461; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 461; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 47; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 47",1
"Gift Specimen(s) - 5; Gift Specimen(s) - 1; whole organism (ethanol) - 41; Gift Specimen(s) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 5; tissue (95% ethanol) - 10; whole organism (C & S) - 1; Gift Specimen(s) - 1; body parts (ethanol) - 1; whole organism (ethanol) - 19; Gift Specimen(s) - 1",1
"Gift Specimen(s) - 5; whole organism (ethanol) - 15",1
"Gift Specimen(s) - 54; whole organism (ethanol) - 55",1
"Gift Specimen(s) - 6; whole organism (ethanol) - 21",1
"Gift Specimen(s) - 6; whole organism (ethanol) - 24; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 7; whole organism (ethanol) - 7; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 8; whole organism (ethanol) - 9",1
"Gift Specimen(s) - 84; tissue (95% ethanol) - 10; whole organism (ethanol) - 85; tissue (95% ethanol) - 1",1
"Gift Specimen(s) - 9; whole organism (ethanol) - 10",1
"Gift Specimen(s) - 9; whole organism (ethanol) - 9; tissue (95% ethanol) - 10",1
"Gift Specimen(s) - 91; whole organism (ethanol) - 92",1
"Gift Specimen(s) - 94; whole organism (ethanol) - 94; tissue (95% ethanol) - 10",1
"histological slide - 10; whole organism (isopropanol) - 54",1
"histological slide - 12; histological slide - 1; whole organism (isopropanol) - 3",1
"histological slide - 12; whole organism (isopropanol) - 16; histological slide - 1",1
"histological slide - 13; whole organism (isopropanol) - 2",1
"histological slide - 14; whole organism (isopropanol) - 14; histological slide - 1",1
"histological slide - 14; whole organism (isopropanol) - 2",1
"histological slide - 14; whole organism (isopropanol) - 5",1
"histological slide - 15; whole organism (isopropanol) - 9",1
"histological slide - 16; whole organism (isopropanol) - 13",1
"histological slide - 19; whole organism (isopropanol) - 3",1
"histological slide - 19; whole organism (isopropanol) - 5",1
"histological slide - 21; whole organism (isopropanol) - 5",1
"histological slide - 25; whole organism (isopropanol) - 14",1
"histological slide - 26; whole organism (isopropanol) - 10",1
"histological slide - 4; histological slide - 1; histological slide - 1; whole organism (isopropanol) - 80",1
"histological slide - 4; whole organism (isopropanol) - 3",1
"histological slide - 5; whole organism (isopropanol) - 4",1
"histological slide - 6; whole organism (isopropanol) - 11",1
"histological slide - 6; whole organism (isopropanol) - 2",1
"histological slide - 6; whole organism (isopropanol) - 2; histological slide - 1",1
"histological slide - 7; whole organism (isopropanol) - 13",1
"histological slide - 7; whole organism (isopropanol) - 4",1
"histological slide - 7; whole organism (isopropanol) - 5",1
"jaws (dry) - 1; skeletal element(s) - 1",1
"jaws (dry) - 1; whole organism (isopropanol) - 1",1
"jaws (dry) - 1; whole organism (isopropanol) - 4",1
"mounted skin - 1",1
"photograph - 1; EOD Recording - 1; whole organism (ethanol) - 1",1
"photograph - 1; Gift Specimen(s) - 1; EOD Recording - 1; tissue (95% ethanol) - 1",1
"photograph - 1; tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 1",1
"photograph - 1; whole organism (ethanol) - 1",1
"photograph - 1; whole organism (ethanol) - 1; EOD Recording - 1; tissue (95% ethanol) - 1",1
"photograph - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"photograph - 1; whole organism (ethanol) - 1; whole organism (ethanol) - 1",1
"photograph - 1; whole organism (ethanol) - 3; EOD Recording - 2",1
"photograph - 1; whole organism (ethanol) - 3; EOD Recording - 2; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"photograph - 1; whole organism (isopropanol) - 1",1
"photograph - 1; whole organism (isopropanol) - 12",1
"photograph - 1; whole organism (isopropanol) - 3; photograph - 1",1
"photograph - 1; whole organism (isopropanol) - 5",1
"photograph - 2; EOD Recording - 5; whole organism (ethanol) - 6",1
"photograph - 2; whole organism (ethanol) - 2; EOD Recording - 2",1
"photograph - 2; whole organism (isopropanol) - 8",1
"photograph - 3; whole organism (isopropanol) - 2",1
"photograph - 5; whole organism (ethanol) - 11; tissue (95% ethanol) - 1; EOD Recording - 11; tissue (95% ethanol) - 1",1
"skeleton (dry) - 1; body parts (ethanol) - 1",1
"skeleton (dry) - 1; tissue (95% ethanol) - 10; body parts (ethanol) - 1; tissue (95% ethanol) - 1",1
"skeleton (dry) - 1; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",1
"skeleton (dry) - 1; tissue (DMSO/EDTA) - 2",1
"skeleton (dry) - 1; whole organism (isopropanol) - 2",1
"skeleton (dry) - 1; whole organism (isopropanol) - 42",1
"skeleton (dry) - 11",1
"skeleton (dry) - 13; whole organism (isopropanol) - 2",1
"skeleton (dry) - 14",1
"skeleton (dry) - 2; whole organism (isopropanol) - 1",1
"skeleton (dry) - 3; whole organism (isopropanol) - 18",1
"skeleton (dry) - 4; whole organism (isopropanol) - 4",1
"skeleton (dry) - 6",1
"skin (dry) - 1",1
"skull - 1",1
"skull (dry) - 2",1
"stomach content (isopropanol) - 1",1
"tissue (95% ethanol) - 0; whole organism (isopropanol) - 29",1
"tissue (95% ethanol) - 1; 35 mm slide - 1; EOD Recording - 1; whole organism (ethanol) - 1",1
"tissue (95% ethanol) - 1; 35 mm slide - 3; whole organism (ethanol) - 2; EOD Recording - 1",1
"tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 1; 35 mm slide - 1",1
"tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 1; photograph - 1",1
"tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 14",1
"tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 15; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) -",1
"tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 17",1
"tissue (95% ethanol) - 1; EOD Recording - 5; tissue (95% ethanol) - 1; photograph - 2; whole organism (ethanol) - 5",1
"tissue (95% ethanol) - 1; Gift Specimen(s) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 12",1
"tissue (95% ethanol) - 1; Gift Specimen(s) - 2; Gift Specimen(s) - 1; Gift Specimen(s) - 1; whole organism (ethanol) - 15",1
"tissue (95% ethanol) - 1; Gift Specimen(s) - 5; whole organism (ethanol) - 4",1
"tissue (95% ethanol) - 1; Gift Specimen(s) - 8; whole organism (ethanol) - 7",1
"tissue (95% ethanol) - 1; photograph - 2; whole organism (ethanol) - 3; tissue (95% ethanol) - 1; EOD Recording - 3",1
"tissue (95% ethanol) - 1; skeleton (dry) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; Gift Specimen(s) - 10; whole organism (ethanol) - 10",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol)",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethan",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 11; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 14; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethan",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 11; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 14",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 15; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 11; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 17; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 33; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 4; EOD Recording - 4",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 47; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 12; EOD Recording - 3",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 13; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% etha",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 15; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 16; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 17; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 10; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 101",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 128",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 14",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 16; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 16; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 19",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 2; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 21; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 22",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 22; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 24",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 34",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 38; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 39; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 47; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 49",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 52; tissue (95% ethanol) - 1",1
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6",1
