"dwc.preparations","freq"
"tissue (95% ethanol) - 10; Gift Specimen(s) - 1",3
"tissue (95% ethanol) - 10; Gift Specimen(s) - 1; whole organism (ethanol) - 1",3
"tissue (95% ethanol) - 10; Gift Specimen(s) - 1; whole organism (ethanol) - 2",3
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8",3
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7",3
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 5",3
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 8",3
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 9",3
"tissue (95% ethanol) - 10; whole organism (ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"tissue (95% ethanol) - 10; whole organism (ethanol) - 11",3
"tissue (95% ethanol) - 10; whole organism (ethanol) - 11; tissue (95% ethanol) - 1",3
"tissue (95% ethanol) - 10; whole organism (ethanol) - 13",3
"tissue (95% ethanol) - 10; whole organism (ethanol) - 15",3
"tissue (95% ethanol) - 10; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"tissue (95% ethanol) - 10; whole organism (ethanol) - 9",3
"tissue (95% ethanol) - 6; whole organism (ethanol) - 6",3
"whole organism (C & S) - 11",3
"whole organism (C & S) - 14",3
"whole organism (C & S) - 19",3
"whole organism (C & S) - 20",3
"whole organism (C & S) - 28",3
"whole organism (C & S) - 50",3
"whole organism (ethanol) - 0; EOD Recording - 1",3
"whole organism (ethanol) - 1; 35 mm slide - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 1; EOD Recording - 1; photograph - 1",3
"whole organism (ethanol) - 1; tissue (95% ethanol) - 10; Gift Specimen(s) - 1",3
"whole organism (ethanol) - 1; tissue (95% ethanol) - 2",3
"whole organism (ethanol) - 10; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 10; tissue (95% ethanol) - 10",3
"whole organism (ethanol) - 11; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 14; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 2; EOD Recording - 2",3
"whole organism (ethanol) - 25; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 3; EOD Recording - 3",3
"whole organism (ethanol) - 3; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 4; Gift Specimen(s) - 4; tissue (95% ethanol) - 10",3
"whole organism (ethanol) - 4; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 4; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 5; tissue (95% ethanol) - 10",3
"whole organism (ethanol) - 5; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 54",3
"whole organism (ethanol) - 55",3
"whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 6; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 63",3
"whole organism (ethanol) - 67",3
"whole organism (ethanol) - 71",3
"whole organism (ethanol) - 74",3
"whole organism (ethanol) - 77",3
"whole organism (ethanol) - 8; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",3
"whole organism (ethanol) - 88",3
"whole organism (ethanol) - 89",3
"whole organism (ethanol) - 95",3
"whole organism (ethanol) - 96",3
"whole organism (formalin) - 10",3
"whole organism (formalin) - 14",3
"whole organism (formalin) - 20",3
"whole organism (isopropanol) - 0; photograph - 1",3
"whole organism (isopropanol) - 1; EOD Recording - 1",3
"whole organism (isopropanol) - 1; tissue (95% ethanol) - 10",3
"whole organism (isopropanol) - 1; whole organism (C & S) - 1",3
"whole organism (isopropanol) - 10; photograph - 1",3
"whole organism (isopropanol) - 13; whole organism (C & S) - 2",3
"whole organism (isopropanol) - 16; photograph - 1",3
"whole organism (isopropanol) - 167",3
"whole organism (isopropanol) - 17; photograph - 1",3
"whole organism (isopropanol) - 171",3
"whole organism (isopropanol) - 178",3
"whole organism (isopropanol) - 189",3
"whole organism (isopropanol) - 199",3
"whole organism (isopropanol) - 2; histological slide - 14",3
"whole organism (isopropanol) - 20; photograph - 1",3
"whole organism (isopropanol) - 202",3
"whole organism (isopropanol) - 205",3
"whole organism (isopropanol) - 21; photograph - 1",3
"whole organism (isopropanol) - 212",3
"whole organism (isopropanol) - 214",3
"whole organism (isopropanol) - 218",3
"whole organism (isopropanol) - 220",3
"whole organism (isopropanol) - 221",3
"whole organism (isopropanol) - 222",3
"whole organism (isopropanol) - 229",3
"whole organism (isopropanol) - 232",3
"whole organism (isopropanol) - 233",3
"whole organism (isopropanol) - 238",3
"whole organism (isopropanol) - 241",3
"whole organism (isopropanol) - 243",3
"whole organism (isopropanol) - 244",3
"whole organism (isopropanol) - 248",3
"whole organism (isopropanol) - 258",3
"whole organism (isopropanol) - 27; photograph - 1",3
"whole organism (isopropanol) - 270",3
"whole organism (isopropanol) - 276",3
"whole organism (isopropanol) - 281",3
"whole organism (isopropanol) - 287",3
"whole organism (isopropanol) - 289",3
"whole organism (isopropanol) - 294",3
"whole organism (isopropanol) - 3; photograph - 1; photograph - 1",3
"whole organism (isopropanol) - 320",3
"whole organism (isopropanol) - 33; photograph - 1",3
"whole organism (isopropanol) - 340",3
"whole organism (isopropanol) - 348",3
"whole organism (isopropanol) - 35; photograph - 1",3
"whole organism (isopropanol) - 36; photograph - 1",3
"whole organism (isopropanol) - 360",3
"whole organism (isopropanol) - 366",3
"whole organism (isopropanol) - 372",3
"whole organism (isopropanol) - 402",3
"whole organism (isopropanol) - 523",3
"whole organism (isopropanol) - 550",3
"whole organism (isopropanol) - 6; photograph - 1; photograph - 1",3
"whole organism (isopropanol) - 801",3
"35 mm slide - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 1",2
"35 mm slide - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 1; EOD Recording - 1",2
"body parts (ethanol) - 1; whole organism (C & S) - 1",2
"body parts (isopropanol) - 1; jaws (dry) - 1",2
"EOD Recording - 1; tissue (95% ethanol) - 1; 35 mm slide - 1; whole organism (ethanol) - 1",2
"EOD Recording - 1; whole organism (ethanol) - 1; 35 mm slide - 1; tissue (95% ethanol) - 1",2
"EOD Recording - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 10",2
"EOD Recording - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 2",2
"EOD Recording - 1; whole organism (ethanol) - 6",2
"EOD Recording - 2; tissue (95% ethanol) - 2; whole organism (ethanol) - 2",2
"Gift Specimen(s) - 1; whole organism (ethanol) - 1",2
"Gift Specimen(s) - 2; whole organism (ethanol) - 2",2
"Gift Specimen(s) - 3; tissue (95% ethanol) - 10; whole organism (ethanol) - 4",2
"Gift Specimen(s) - 3; whole organism (ethanol) - 3",2
"Gift Specimen(s) - 3; whole organism (ethanol) - 3; tissue (95% ethanol) - 10",2
"Gift Specimen(s) - 3; whole organism (ethanol) - 4",2
"Gift Specimen(s) - 4; tissue (95% ethanol) - 10; whole organism (ethanol) - 4",2
"Gift Specimen(s) - 5; whole organism (ethanol) - 5",2
"Gift Specimen(s) - 6; whole organism (ethanol) - 7",2
"Gift Specimen(s) - 8; whole organism (ethanol) - 7",2
"histological slide - 7; whole organism (isopropanol) - 3",2
"jaws (dry) - 1; body parts (isopropanol) - 1",2
"photograph - 1; whole organism (ethanol) - 1; EOD Recording - 1",2
"skeleton (dry)",2
"skeleton (dry) - 1; tissue (DMSO/EDTA) - 10",2
"skeleton (dry) - 2; whole organism (isopropanol) - 8",2
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5",2
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 13",2
"tissue (95% ethanol) - 1; tissue (95% ethanol) - 10",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 12; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 14",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 3; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 4; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 1; whole organism (isopropanol) - 6",2
"tissue (95% ethanol) - 10; EOD Recording - 1; whole organism (ethanol) - 1",2
"tissue (95% ethanol) - 10; Gift Specimen(s) - 6; whole organism (ethanol) - 7",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 13; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% eth",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 4",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 9",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 10",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 11",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 19",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 6",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 6; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; whole organism (ethanol) - 1; EOD Recording - 1",2
"tissue (95% ethanol) - 10; whole organism (ethanol) - 10",2
"tissue (95% ethanol) - 10; whole organism (ethanol) - 16",2
"tissue (95% ethanol) - 10; whole organism (ethanol) - 40",2
"tissue (95% ethanol) - 10; whole organism (ethanol) - 8; tissue (95% ethanol) - 1",2
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 3",2
"tissue (95% ethanol) - 10; whole organism (isopropanol) - 6",2
"tissue (95% ethanol) - 16; whole organism (ethanol) - 16",2
"tissue (95% ethanol) - 4; whole organism (ethanol) - 4",2
"tissue (DMSO/EDTA) - 1; skeleton (dry) - 1; photograph - 1",2
"Unknown - 2",2
"Unknown - 3",2
"whole organism (C & S) - 1; whole organism (ethanol) - 6",2
"whole organism (C & S) - 1; whole organism (isopropanol) - 2",2
"whole organism (C & S) - 1; whole organism (isopropanol) - 4",2
"whole organism (C & S) - 1; whole organism (isopropanol) - 6",2
"whole organism (C & S) - 10",2
"whole organism (C & S) - 12",2
"whole organism (C & S) - 15",2
"whole organism (C & S) - 16",2
"whole organism (C & S) - 2; whole organism (isopropanol) - 1",2
"whole organism (C & S) - 2; whole organism (isopropanol) - 10",2
"whole organism (C & S) - 2; whole organism (isopropanol) - 4",2
"whole organism (C & S) - 23",2
"whole organism (C & S) - 3; whole organism (isopropanol) - 6",2
"whole organism (C & S) - 32",2
"whole organism (C & S) - 33",2
"whole organism (C & S) - 35",2
"whole organism (C & S) - 8",2
"whole organism (C & S) - 8; whole organism (isopropanol) - 25",2
"whole organism (C & S) - 9",2
"whole organism (ethanol) - 0",2
"whole organism (ethanol) - 0; tissue (95% ethanol) - 1; EOD Recording - 1",2
"whole organism (ethanol) - 1; 35 mm slide - 1; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 1; EOD Recording - 1; 35 mm slide - 1",2
"whole organism (ethanol) - 1; EOD Recording - 1; tissue (95% ethanol) - 1; photograph - 1",2
"whole organism (ethanol) - 1; photograph - 1",2
"whole organism (ethanol) - 1; photograph - 1; EOD Recording - 1",2
"whole organism (ethanol) - 1; photograph - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 102",2
"whole organism (ethanol) - 11; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 11; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 12; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 128",2
"whole organism (ethanol) - 13; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 13; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 13; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 14; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 145",2
"whole organism (ethanol) - 15; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 15; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 150",2
"whole organism (ethanol) - 152",2
"whole organism (ethanol) - 17; Gift Specimen(s) - 5",2
"whole organism (ethanol) - 18; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 183",2
"whole organism (ethanol) - 2; EOD Recording - 1",2
"whole organism (ethanol) - 2; Gift Specimen(s) - 2",2
"whole organism (ethanol) - 2; Gift Specimen(s) - 2; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 2; tissue (95% ethanol) - 2",2
"whole organism (ethanol) - 2; whole organism (C & S) - 1",2
"whole organism (ethanol) - 20; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 23; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 290",2
"whole organism (ethanol) - 3; Gift Specimen(s) - 3",2
"whole organism (ethanol) - 3; Gift Specimen(s) - 3; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 3; tissue (95% ethanol) - 1; EOD Recording - 1",2
"whole organism (ethanol) - 3; tissue (95% ethanol) - 3; EOD Recording - 3",2
"whole organism (ethanol) - 30; whole organism (C & S) - 2",2
"whole organism (ethanol) - 4; Gift Specimen(s) - 3",2
"whole organism (ethanol) - 4; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 4; whole organism (C & S) - 1",2
"whole organism (ethanol) - 40; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 46",2
"whole organism (ethanol) - 48; whole organism (C & S) - 2",2
"whole organism (ethanol) - 5; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 5; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 5; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 52",2
"whole organism (ethanol) - 6; body parts (ethanol) - 1; skeleton (dry) - 1",2
"whole organism (ethanol) - 6; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 6; whole organism (C & S) - 1",2
"whole organism (ethanol) - 66",2
"whole organism (ethanol) - 69",2
"whole organism (ethanol) - 7; Gift Specimen(s) - 7",2
"whole organism (ethanol) - 7; Gift Specimen(s) - 7; tissue (95% ethanol) - 10",2
"whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 7; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 72",2
"whole organism (ethanol) - 78",2
"whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 8; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 82",2
"whole organism (ethanol) - 9; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 9; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethanol) - 1; tissue (95% ethan",2
"whole organism (ethanol) - 9; tissue (95% ethanol) - 10; tissue (95% ethanol) - 1",2
"whole organism (ethanol) - 90",2
"whole organism (ethanol) - 91",2
"whole organism (ethanol) - 92",2
"whole organism (formalin) - 1; whole organism (C & S) - 1",2
"whole organism (formalin) - 16",2
"whole organism (formalin) - 17",2
"whole organism (formalin) - 18",2
"whole organism (formalin) - 19",2
"whole organism (formalin) - 22",2
"whole organism (formalin) - 23",2
"whole organism (formalin) - 24",2
"whole organism (formalin) - 6",2
"whole organism (formalin) - 7",2
"whole organism (isopropanol) - 0; whole organism (C & S) - 1",2
"whole organism (isopropanol) - 1; histological slide - 4",2
"whole organism (isopropanol) - 1; histological slide - 6",2
"whole organism (isopropanol) - 1; photograph - 1; photograph - 1",2
"whole organism (isopropanol) - 10; whole organism (C & S) - 2",2
"whole organism (isopropanol) - 1000",2
"whole organism (isopropanol) - 12; whole organism (C & S) - 1",2
"whole organism (isopropanol) - 12; whole organism (C & S) - 2",2
"whole organism (isopropanol) - 125; photograph - 1",2
"whole organism (isopropanol) - 13; photograph - 1; photograph - 1; photograph - 1",2
"whole organism (isopropanol) - 140; photograph - 1",2
"whole organism (isopropanol) - 16; whole organism (C & S) - 4",2
"whole organism (isopropanol) - 2; skeleton (dry) - 1",2
"whole organism (isopropanol) - 210",2
"whole organism (isopropanol) - 219",2
"whole organism (isopropanol) - 228",2
"whole organism (isopropanol) - 23; photograph - 1",2
"whole organism (isopropanol) - 235",2
"whole organism (isopropanol) - 246",2
"whole organism (isopropanol) - 25; whole organism (C & S) - 3",2
"whole organism (isopropanol) - 255",2
"whole organism (isopropanol) - 259",2
"whole organism (isopropanol) - 260",2
"whole organism (isopropanol) - 265",2
"whole organism (isopropanol) - 266",2
"whole organism (isopropanol) - 27; photograph - 1; photograph - 1",2
"whole organism (isopropanol) - 273",2
"whole organism (isopropanol) - 274",2
"whole organism (isopropanol) - 279",2
"whole organism (isopropanol) - 28; photograph - 1",2
"whole organism (isopropanol) - 280",2
"whole organism (isopropanol) - 282",2
"whole organism (isopropanol) - 283",2
"whole organism (isopropanol) - 288",2
"whole organism (isopropanol) - 29; photograph - 1; photograph - 1",2
"whole organism (isopropanol) - 29; whole organism (C & S) - 4",2
"whole organism (isopropanol) - 290",2
"whole organism (isopropanol) - 291",2
"whole organism (isopropanol) - 3; histological slide - 7",2
"whole organism (isopropanol) - 3; whole organism (C & S) - 1",2
"whole organism (isopropanol) - 3; whole organism (C & S) - 3",2
"whole organism (isopropanol) - 30; whole organism (C & S) - 3",2
"whole organism (isopropanol) - 307",2
"whole organism (isopropanol) - 311",2
"whole organism (isopropanol) - 316",2
"whole organism (isopropanol) - 317",2
"whole organism (isopropanol) - 319",2
"whole organism (isopropanol) - 321",2
"whole organism (isopropanol) - 333",2
"whole organism (isopropanol) - 335",2
"whole organism (isopropanol) - 337",2
"whole organism (isopropanol) - 343",2
"whole organism (isopropanol) - 344",2
"whole organism (isopropanol) - 349",2
"whole organism (isopropanol) - 354",2
"whole organism (isopropanol) - 359",2
"whole organism (isopropanol) - 367",2
"whole organism (isopropanol) - 37; photograph - 1",2
"whole organism (isopropanol) - 370",2
"whole organism (isopropanol) - 375",2
"whole organism (isopropanol) - 38; photograph - 1",2
"whole organism (isopropanol) - 380",2
"whole organism (isopropanol) - 383",2
"whole organism (isopropanol) - 385",2
"whole organism (isopropanol) - 388",2
"whole organism (isopropanol) - 39; photograph - 1",2
"whole organism (isopropanol) - 393",2
"whole organism (isopropanol) - 4; whole organism (C & S) - 2",2
"whole organism (isopropanol) - 404",2
"whole organism (isopropanol) - 418",2
"whole organism (isopropanol) - 423",2
"whole organism (isopropanol) - 429",2
"whole organism (isopropanol) - 432",2
"whole organism (isopropanol) - 436",2
"whole organism (isopropanol) - 454",2
"whole organism (isopropanol) - 47; photograph - 1",2
"whole organism (isopropanol) - 480",2
"whole organism (isopropanol) - 483",2
"whole organism (isopropanol) - 485",2
"whole organism (isopropanol) - 492",2
"whole organism (isopropanol) - 5; whole organism (C & S) - 1",2
"whole organism (isopropanol) - 504",2
"whole organism (isopropanol) - 511",2
"whole organism (isopropanol) - 553",2
"whole organism (isopropanol) - 56; photograph - 1",2
"whole organism (isopropanol) - 587",2
"whole organism (isopropanol) - 597",2
"whole organism (isopropanol) - 63; photograph - 1",2
"whole organism (isopropanol) - 63; photograph - 1; photograph - 1",2
"whole organism (isopropanol) - 65; photograph - 1",2
"whole organism (isopropanol) - 671",2
"whole organism (isopropanol) - 7; photograph - 1; photograph - 1",2
"whole organism (isopropanol) - 738",2
"whole organism (isopropanol) - 761",2
"whole organism (isopropanol) - 8; photograph - 1; photograph - 1",2
"whole organism (isopropanol) - 99; photograph - 1; photograph - 1",2
"35 mm slide - 1; EOD Recording - 1; Gift Specimen(s) - 1",1
"35 mm slide - 1; EOD Recording - 1; tissue (95% ethanol) - 1; Gift Specimen(s) - 1",1
"35 mm slide - 1; EOD Recording - 1; whole organism (ethanol) - 1",1
"35 mm slide - 1; EOD Recording - 1; whole organism (ethanol) - 1; tissue (95% ethanol) - 1",1
"35 mm slide - 1; tissue (95% ethanol) - 1; EOD Recording - 1; whole organism (ethanol) - 1",1
"35 mm slide - 1; tissue (95% ethanol) - 1; whole organism (ethanol) - 1; EOD Recording - 1",1
"35 mm slide - 1; tissue (95% ethanol) - 10; whole organism (ethanol) - 1",1
"35 mm slide - 1; whole organism (isopropanol) - 58",1
"body parts (ethanol) - 1; skeleton (dry) - 1",1
"body parts (ethanol) - 1; whole organism (C & S) - 1; whole organism (ethanol) - 3",1
"body parts (ethanol) - 1; whole organism (C & S) - 1; whole organism (ethanol) - 5; Gift Specimen(s) - 1",1
"body parts (ethanol) - 1; whole organism (ethanol) - 1; EOD Recording - 1; tissue (DMSO/EDTA) - 10",1
"body parts (ethanol) - 1; whole organism (ethanol) - 10; whole organism (C & S) - 1",1
"body parts (ethanol) - 1; whole organism (ethanol) - 3; whole organism (C & S) - 1",1
"body parts (ethanol) - 1; whole organism (ethanol) - 4; photograph - 1; whole organism (C & S) - 1",1
"body parts (ethanol) - 1; whole organism (frozen) - 1; tissue (95% ethanol) - 1",1
"body parts (ethanol) - 2",1
"body parts (ethanol) - 2; tissue (95% ethanol) - 10; whole organism (ethanol) - 78; whole organism (C & S) - 2; tissue (95% ethanol) - 1",1
"body parts (ethanol) - 2; whole organism (C & S) - 4; tissue (95% ethanol) - 10; whole organism (ethanol) - 181; tissue (95% ethanol) - 1",1
"body parts (ethanol) - 2; whole organism (ethanol) - 4; whole organism (C & S) - 2",1
