"dwc.scientificName","freq"
"Fundulus notti",11
"Hybognathus regius",11
"Ichthyomyzon",11
"Lepomis macrochirus × microlophus",11
"Lepomis macrochirus macrochirus",11
"Notropis cornutus × rubellus",11
"Notropis spectrunculus",11
"Oncorhynchus clarki",11
"Oncorhynchus keta",11
"Salmo clarki",11
"Salvelinus malma",11
"Stizostedion vitreum glaucum",11
"Brevoortia tyrannus",10
"Cyprinella trichroistia",10
"Erimyzon oblongus",10
"Esox masquinongy ohioensis",10
"Etheostoma virgatum",10
"Fundulus chrysotus",10
"Heterandria formosa",10
"Lepisosteus",10
"Lepomis humilis × gibbosus",10
"Luxilus albeolus",10
"Oncorhynchus gorbushca",10
"Oncorhynchus nerka",10
"Platygobio gracilis",10
"Catostomus catostomus",9
"Coregonus artedi albus",9
"Ctenopharyngodon idella",9
"Cyprinella",9
"Cyprinodon variegatus",9
"Etheostoma jessiae",9
"Etheostoma sanguifluum",9
"Gobiosoma ginsburgi",9
"Notropis topeka",9
"Noturus trautmani",9
"Opsopoeodus emilae",9
"Percina macrocephala",9
"Percina palmaris",9
"Percina roanoka",9
"Poecilichthys tippecanoe",9
"Rhinichthys atratulus obtusus",9
"Scomber scombrus",9
"Tautogolabrus adspersus",9
"Urophycis tenuis",9
"Ammocrypta beanii",8
"Anchoa mitchilli",8
"Clinostomus elongatus × Chrosomus erythrogaster",8
"Cottus rhotheus",8
"Erimystax harryi",8
"Etheostoma barbouri",8
"Etheostoma barrenense",8
"Etheostoma histrio",8
"Etheostoma juliae",8
"Hybognathus hayi",8
"Lepomis cyanellus × megalotis",8
"Lythrurus roseipinnis",8
"Micropterus",8
"Notropis chlorocephalus",8
"Notropis rubricroceus",8
"Pholis gunnellus",8
"Phoxinus oreas",8
"Poecilia sphenops",8
"Pomoxis annularis × nigromaculatus",8
"Prosopium williamsoni",8
"Ptychocheilus grandis",8
"Semotilus margarita",8
"Syngnathus fuscus",8
"Ammocrypta vivax",7
"Astyanax fasciatus",7
"Cyprinella pyrrhomelas",7
"Enneacanthus obesus",7
"Etheostoma coosae",7
"Etheostoma cragini",7
"Etheostoma rafinesquei",7
"Etheostoma tallapoosae",7
"Fundulus euryzonus",7
"Gambusia holbrooki",7
"Hemitremia flammea",7
"Hypophthalmichthys molitrix",7
"Lepomis macrochirus × megalotis",7
"Lepomis symmetricus",7
"Megastomatobus cyprinella",7
"Myoxocephalus octodecemspinosus",7
"Notropis procne",7
"Notropis scepticus",7
"Percina stictogaster",7
"Phenacobius uranops",7
"Phoxinus",7
"Salvelinus namaycush",7
"Sander",7
"Sander canadensis × vitreus",7
"Semotilus thoreauianus",7
"Archoplites interruptus",6
"Erimyzon tenuis",6
"Esox",6
"Etheostoma etnieri",6
"Etheostoma obeyense",6
"Etheostoma vitreum",6
"Etheostoma zonistium",6
"Extrarius aestivalis hyostomus",6
"Hybopsis x-punctatus trautmani",6
"Lepomis cyanellus × humilis",6
"Limanda ferruginea",6
"Luxilus cornutus × Notropis rubellus",6
"Luxilus cornutus × Semotilus atromaculatus",6
"Lythrurus ardens",6
"Lythrurus bellus",6
"Macrhybopsis gelida",6
"Mylocheilus caurinus",6
"Notropis altipinnis",6
"Notropis chiliticus",6
"Notropis maculatus",6
"Notropis ozarcanus",6
"Notropis petersoni",6
"Notropis sabinae",6
"Notropis volucellus buchanani",6
"Notropis xaenocephalus",6
"Noturus fasciatus",6
"Opsanus tau",6
"Percina maculata × caprodes",6
"Percina nevisense",6
"Strongylura marina",6
"Acantharchus pomotis",5
"Brycon dentex",5
"Carpoides cyprinus",5
"Chaenobryttus coronarius",5
"Chordata",5
"Chrosomus eos",5
"Chrosomus erythrogaster × Luxilus chrysocephalus",5
"Coregonus artedi artedi",5
"Cottus hypselurus",5
"Cottus ricei",5
"Cyprinella gibbsi",5
"Cyprinella nivea",5
"Esox masquinongy masquinongy",5
"Etheostoma baileyi",5
"Etheostoma brevirostrum",5
"Etheostoma jordani",5
"Etheostoma osburni",5
"Fundulus dispar",5
"Fundulus grandis",5
"Gasterosteus wheatlandi",5
"Ichthyomyzon gagei",5
"Ictalurus melas × nebulosus",5
"Ictalurus punctatus punctatus",5
"Ictiobus bubalus × cyprinellus",5
"Lepomis macrochirus × humilis",5
"Lucania goodei",5
"Micropterus dolomieu × punctulatus",5
"Micropterus puctulatus",5
"Notropis amoenus",5
"Notropis bifrenatus",5
"Notropis stilbius",5
"Notropis volucellus × wickliffi",5
"Noturus funebris",5
"Noturus hildebrandi",5
"Percina",5
"Percina austroperca",5
"Percina oxyrhynchus",5
"Pristis pectinata",5
"Prosopium coulterii",5
"Salmo gairdneri",5
"Salvelinus",5
"Umbra pygmaea",5
"",4
"Acipenser transmontanus",4
"Ameiurus serracanthus",4
"Carpoides carpio",4
"Carpoides velifer",4
"Catonotus flabellaris",4
"Chrosomus neogaeus",4
"Clinostomus elongatus × Semotilus atromaculatus",4
"Cottus",4
"Cottus confusus",4
"Cyprinella camura",4
"Cyprinella labrosa",4
"Dorosoma",4
"Enneacanthus chaetodon",4
"Etheostoma chermocki",4
"Etheostoma oophylax",4
"Etheostoma orientale",4
"Etheostoma rupestre",4
