"Continent","Count"
NA,253
"AUS",129
"BHS",34
"BRB",2
"CPV",5
"CAN",88
"CHL",4
"CHN",3
NA,1
"FSM",2
"FRA",8
"PYF",2
"GUM",76
"ITA",9
"JPN",265
"MEX",79
"MAR",2
"NPL",29
"NZL",1
"NGA",2
"PRY",1
"PHL",47
"PRT",2
"PRI",19
"RUS",3
"SAU",6
"SYC",56
"ZAF",26
"KOR",9
"VCT",12
"TWN",471
"TZA",17
"THA",158
"GBR",1
"USA",38335
"VEN",1
