"dwc.scientificName","freq"
"Chauliodus macouni",11
"Creagrutus muelleri",11
"Etheostoma duryi",11
"Etheostoma jordani",11
"Etheostoma teddyroosevelt",11
"Fundulus majalis",11
"Fundulus seminolis",11
"Hybognathus sp.",11
"Hydrolagus colliei",11
"Hypostomus sp.",11
"Lutjanus griseus",11
"Luxilus coccogenis",11
"Myctophidae",11
"Noturus maydeni",11
"Pareques umbrosus",11
"Percina pantherina",11
"Prionotus tribulus",11
"Raiamas bola",11
"Sander vitreus x S. canadensis",11
"Steindachnerina dobula",11
"Strongylura marina",11
"Xiphister atropurpureus",11
"Agosia chrysogaster",10
"Apodichthys flavidus",10
"Ariopsis felis",10
"Bairdiella chrysoura",10
"Bairdiella sp.",10
"Bryconamericus -B-",10
"Catostomus clarkii x C. platyrhynchus",10
"Channa punctata",10
"Couesius plumbeus",10
"Cyprinella analostana",10
"Etheostoma longimanum",10
"Etheostoma neopterum",10
"Etheostoma olmstedi",10
"Etheostoma pallididorsum",10
"Exoglossum maxillingua",10
"Fundulus lineolatus",10
"Gambusia sp.",10
"Glyptothorax indicus",10
"Glyptothorax telchitta",10
"Gobiesox maeandricus",10
"Hybognathus amarus",10
"Hybopsis amnis",10
"Lepidocephalichthys goalparensis",10
"Leporinus friderici",10
"Macropharyngodon meleagris",10
"Margariscus margarita",10
"Menticirrhus americanus",10
"Moxostoma poecilurum",10
"Naso lituratus",10
"Orthopristis chrysoptera",10
"Paralichthys lethostigma",10
"Poeciliopsis sp.",10
"Polyacanthus fasciatus",10
"Porichthys notatus",10
"Pseudambassis baculis",10
"Pteronotropis signipinnis",10
"Salmostoma phulo",10
"Scardinius erythrophthalmus",10
"Scorpaenichthys marmoratus",10
"Syngnathus scovelli",10
"Acrocheilus alutaceus",9
"Amphilophus citrinellus",9
"Archoplites interruptus",9
"Atheresthes stomias",9
"Bathymaster signatus",9
"Campostoma ornatum",9
"Caranx crysos",9
"Chilara taylori",9
"Cottus cognatus",9
"Cottus immaculatus",9
"Creagrutus -A-",9
"Crenicichla sedentaria",9
"Crenicichla sp.",9
"Diplectrum formosum",9
