"dwc.scientificName","freq"
"Carangoides bartholomaei",6
"Carcharhinus brevipinna",6
"Carcharhinus leucas",6
"Cebidichthys violaceus",6
"Cheilopogon furcatus",6
"Decapterus macarellus",6
"Diapterus auratus",6
"Epinephelus guttatus",6
"Erimystax insignis",6
"Etheostoma osburni",6
"Etheostoma swannanoa",6
"Eucinostomus argenteus",6
"Euthynnus alletteratus",6
"Gempylus serpens",6
"Gobiosoma robustum",6
"Halichoeres bivittatus",6
"Heterandria formosa",6
"Hippocampus zosterae",6
"Hirundichthys affinis",6
"Howella sherborni",6
"Hyporhamphus snyderi",6
"Leptagonus decagonus",6
"Leucoraja garmani",6
"Lobianchia dofleini",6
"Lobotes surinamensis",6
"Lophiiformes",6
"Lycodes esmarkii",6
"Lycodes pacificus",6
"Maulisia microlepis",6
"Melanostigma pammelas",6
"Morone mississippiensis",6
"Myctophum nitidulum",6
"Nannobrachium",6
"Nemichthys",6
"Nemipterus furcosus",6
"Neoscopelus macrolepidotus",6
"Noturus",6
"Omosudis lowii",6
"Opsanus pardus",6
"Percina caprodes",6
"Phoxinus phoxinus",6
"Polydactylus octonemus",6
"Poromitra crassiceps",6
"Pseudoscopelus",6
"Rhamdia quelen",6
"Rinoctes nasutus",6
"Seriola dumerili",6
"Sphoeroides",6
"Sphyrna zygaena",6
"Stephanoberyx monae",6
"Stomias boa",6
"Sudis",6
"Symbolophorus veranyi",6
"Symphurus",6
"Symphurus diomedeanus",6
"Syngnathus pelagicus",6
"Torpedo nobiliana",6
"Trematomus",6
"Urophycis earllii",6
"Vinciguerria poweriae",6
"Xyrichtys novacula",6
"Acipenser sinensis",5
"Aldrovandia",5
"Alepocephalus",5
"Anarhichas orientalis",5
"Ancylopsetta ommata",5
"Aristostomias tittmanni",5
"Arius felis",5
"Astronesthes macropogon",5
"Atherinomorus stipes",5
"Bathymaster signatus",5
"Bathymicrops regis",5
"Bathytroctes microlepis",5
"Bathyuroconger vicinus",5
"Bonapartia pedaliota",5
"Brevoortia patronus",5
"Caranx ruber",5
"Carcharhinus signatus",5
"Centropristis ocyurus",5
"Chauliodus danae",5
"Chaunacops coloratus",5
"Cheilopogon exsiliens",5
"Cheilopogon melanurus",5
"Citharichthys macrops",5
"Coelorinchus caribbaeus",5
"Conocara macropterum",5
"Coryphaena equiselis",5
"Cynoscion jamaicensis",5
"Cynoscion nothus",5
"Cyprinella labrosa",5
"Dasyatis americana",5
"Dasyatis sabina",5
"Deania calcea",5
"Diaphus bertelseni",5
"Diaphus garmani",5
"Diaphus lucidus",5
"Diaphus rafinesquii",5
"Diplospinus multistriatus",5
"Echiostoma barbatum",5
"Enneacanthus",5
"Enneacanthus chaetodon",5
"Enneanectes",5
"Epigonus",5
"Etheostoma serrifer",5
"Fundulus chrysotus",5
"Fundulus grandis",5
"Fundulus similis",5
"Gerres cinereus",5
"Gymnelus viridis",5
"Holcomycteronus squamosus",5
"Hypleurochilus geminatus",5
"Lepomis megalotis",5
"Lestidiops affinis",5
"Lophius gastrophysus",5
"Lycodes reticulatus",5
"Margariscus margarita",5
"Micropogonias thalassinus",5
"Myctophum",5
"Myliobatis freminvillei",5
"Myoxocephalus scorpius",5
"Nessorhamphus",5
"Notropis cyprinella",5
"Notropis spectrunculus",5
"Oligocottus maculosus",5
"Oligoplites saurus",5
"Peprilus burti",5
"Percina nevisense FURCATA",5
"Peristedion greyae",5
"Pholis schultzi",5
"Photostylus pycnopterus",5
"Pollichthys mauli",5
"Polyodon spathula",5
"Porogadus silus",5
