"Continent","Count"
NA,325
"MHL",2
"AGO",1
"ATA",15
"ATG",1
"AUS",1
"AUT",1
NA,1
"BHS",5
"BLZ",3
"BMU",2
"BOL",345
"BRA",6242
"CAN",222
"CHN",1
"COL",5
"CRI",30
"ECU",1
"GTM",15
"GUY",716
"IDN",1
"ISR",5
"LBN",1
"MWI",7
"MHL",1
"MEX",199
"NZL",1
"PAK",1
"PLW",2
"PAN",203
"PRY",2
"PER",2813
"PHL",2
"POL",14
"PRI",36
"ROU",5
"SEN",1
"IDN",1
"SWE",1
"THA",315
"TTO",50
"GBR",14
"USA",93835
"URY",264
"RUS",4
"VEN",6699
NA,7
