"Family","Count"
"hypopomidae",1
"inermiidae",1
"lampridae",1
"latidae",1
"leptochilichthyidae",1
"leptoscopidae",1
"luvaridae",1
"microdesmidae",1
"monodactylidae",1
"mordaciidae",1
"muraenesocidae",1
"nandidae",1
"narcinidae",1
"narkidae",1
"neoscopelidae",1
"nettastomatidae",1
"normanichthyidae",1
"notopteridae",1
"osteoglossidae",1
"pangasiidae",1
"pempheridae",1
"percophidae",1
"phallostethidae",1
"pinguipedidae",1
"plesiopidae",1
"polyodontidae",1
"polypteridae",1
"protopteridae",1
"psettodidae",1
"pseudopimelodidae",1
"rhincodontidae",1
"rivulidae",1
"saccopharyngidae",1
"schindleriidae",1
"scophthalmidae",1
"scytalinidae",1
"sisoridae",1
"soleidae",1
"stylephoridae",1
"trachichthyidae",1
"triacanthidae",1
"urotrygonidae",1
