"dwc.preparations","freq"
"fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol) sample; whole organism (formalin-fixed) sample",1
"fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); whole organism (formalin-fixed); whole organism (formalin-fixed); whole organism (formalin-fixed); whole organism (formalin-fixed); fin (alcohol)",1
"fin (alcohol); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol) sample; fin (alcohol) sample; whole organism (formalin-fixed) sample",1
"fin (alcohol); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol) sample; fin (alcohol) sample",1
"fin (alcohol); fin (alcohol); tissue (95% ethanol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"fin (alcohol); fin (alcohol); whole organism (ethanol); fin (alcohol); fin (alcohol) sample; fin (alcohol) sample",1
"fin (alcohol); fin (alcohol); whole organism (ethanol); fin (alcohol); fin (alcohol); fin (alcohol) sample",1
"fin (alcohol); fin (alcohol); whole organism (formalin-fixed)",1
"fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol) sample; fin (alcohol) sample; whole organism (formalin-fixed) sample",1
"fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol) sample",1
"fin (alcohol); fin (alcohol); whole organism (formalin-fixed); whole organism (formalin-fixed); fin (alcohol) sample",1
"fin (alcohol); fin (alcohol); whole organism (formalin-fixed); whole organism (formalin-fixed); whole organism (formalin-fixed); fin (alcohol)",1
"fin (alcohol); fin (alcohol); whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample",1
"fin (alcohol); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; whole organism (formalin-fixed) sample",1
"fin (alcohol); whole organism (ethanol); fin (alcohol); fin (alcohol)",1
"fin (alcohol); whole organism (ethanol); fin (alcohol); fin (alcohol) sample",1
"fin (alcohol); whole organism (formalin-fixed); fin (alcohol) sample; fin (alcohol) sample",1
"fin (alcohol); whole organism (formalin-fixed); fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample",1
"fin (alcohol); whole organism (formalin-fixed); fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample",1
"fin (alcohol); whole organism (formalin-fixed); fin (alcohol); fin (alcohol) sample",1
"fin (alcohol); whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"fin (alcohol); whole organism (formalin-fixed); whole organism (formalin-fixed); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); whole organism (formalin-fixed); fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample",1
"fin (alcohol); whole organism (isopropanol); fin (alcohol) sample",1
"liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen) sample",1
"liver (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); muscle (frozen); liver (frozen)",1
"liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; muscle (frozen) sample; muscle (frozen) sample",1
"muscle (frozen); liver (frozen)",1
"muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen); muscle (frozen); muscle (frozen); liver (frozen); liver (frozen); muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; muscle (frozen) sample; liver (frozen) sample; liver (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample",1
"muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample; muscle (frozen) sample",1
"muscle (frozen); liver (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen) sample",1
"muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); liver (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); whole organism (formalin-fixed); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); whole organism (formalin-fixed); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); whole organism (formalin-fixed); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); whole organism (formalin-fixed); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen)",1
"muscle (frozen); muscle (frozen); whole organism (formalin-fixed); muscle (frozen); muscle (frozen)",1
"skeletal element; liver, muscle (frozen); skeletal element; skeletal element; tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen); body parts (ethanol); body parts (ethanol); jaw (dry); liver, muscle (frozen); skeletal element",1
"stomach content (isopropanol); stomach content (isopropanol); stomach content (isopropanol); stomach content (isopropanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample; tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
