"Family","Count"
"aulorhynchidae",5
"chaudhuriidae",5
"enoplosidae",5
"gibberichthyidae",5
"homalopteridae",5
"lactariidae",5
"notacanthiformes",5
"pristiophoridae",5
"scombropidae",5
"thaumatichthyidae",5
"anoplopomatidae",4
"apistidae",4
"aploactinidae",4
"aplodactylidae",4
"blennioids",4
"centrophrynidae",4
"coiidae",4
"comephoridae",4
"creediidae",4
"cyttidae",4
"diplomystidae",4
"dromiidae",4
"engraulididae",4
"gyrinocheilidae",4
"harpagiferidae",4
"helostomatidae",4
"hoplichthyidae",4
"kneriidae",4
"leptochilichthyidae",4
"monognathidae",4
"plecoglossidae",4
"stegostomatidae",4
"amblycipitidae",3
"centrogenyidae",3
"chacidae",3
"chironemidae",3
"echinorhinidae",3
"ephippididae",3
"epigonichthyidae",3
"glaucosomatidae",3
"gonorynchidae",3
"gymnarchidae",3
"hypnidae",3
"icosteidae",3
"inachidae",3
"kurtidae",3
"lateolabracidae",3
"latrididae",3
"mitsukurinidae",3
"odontobutidae",3
"oplegnathidae",3
"pseudaphritidae",3
"sp.",3
"zygaenidae",3
"amarsipidae",2
"anomalopidae",2
"bathygadidae",2
"callorhynchidae",2
"coccinellidae",2
"cottocomephoridae",2
"cynipidae",2
"hapalogenyidae",2
"indostomidae",2
"macroramphosidae",2
"neoceratiidae",2
"oreosomatidae",2
"parabembridae",2
"pentacerotidae",2
"photichthyidae",2
"profundulidae",2
"pseudomugilidae",2
"pseudotriakidae",2
"radiicephalidae",2
"samaridae",2
"solenostomidae",2
"trichonotidae",2
"triodontidae",2
"valenciidae",2
"veliferidae",2
"abyssocottidae",1
"akysidae",1
"artedidraconidae",1
"banjosidae",1
"borsoniidae",1
"bovichtidae",1
"brachaeluridae",1
"brachionichthyidae",1
"branchiostomidae",1
"buccinidae",1
"cerambycidae",1
"cheimarrichthyidae",1
"crabronidae",1
"dalitidae",1
"datnioididae",1
"denticipitidae",1
"diceratiidae",1
"dinolestidae",1
"eumenidae",1
"gnathanacanthidae",1
"hemigaleidae",1
"hypoptychidae",1
"kateretidae",1
"latimeriidae",1
"leptochariidae",1
"mobulidae",1
"mordaciidae",1
"muraenolepididae",1
"ophichthyidae",1
"perciliidae",1
"pholidichthyidae",1
"pholididae",1
"platyrhinidae",1
"ptilichthyidae",1
"rhyacichthyidae",1
"scoloplacidae",1
"syrphidae",1
"tephritidae",1
"teraponidae",1
"thalasseleotrididae",1
"zaproridae",1
